id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
13125552,Beautiful Bushwick Bungalow,20109188,Brooklyn,Williamsburg,40.70413,-73.93205,Entire home/apt,175,2,102,2.68,284
13201181,"2BR heart of Williamsburg, luxury hipster heaven",19873203,Brooklyn,Williamsburg,40.71351,-73.95848,Entire home/apt,319,2,49,1.32,82
13216067,SUNNY APT Best location In Williamsburg!!!!!,49484132,Brooklyn,Williamsburg,40.71024,-73.96081,Entire home/apt,150,2,120,3.29,149
13220720,Charming Bedroom in E. Williamsburg by Graham Av L,74112289,Brooklyn,Williamsburg,40.71756,-73.94063,Private room,50,24,10,0.28,31
13246949,Cozy Room in 4bdrm Apt in Hip Williamsburg,74468846,Brooklyn,Williamsburg,40.71225,-73.94413,Private room,75,2,30,2.65,2
13361785,"Bridge View, Designer Brick & Timber Loft",9949656,Brooklyn,Williamsburg,40.71329,-73.96586,Entire home/apt,250,3,6,0.18,114
13398348,Your Own Apartment corner of Bedford and Grand!,1570170,Brooklyn,Williamsburg,40.7157,-73.95983,Entire home/apt,125,3,97,2.65,216
13445020,Quintessential Williamsburg Loft,36123030,Brooklyn,Williamsburg,40.71303,-73.96574,Entire home/apt,190,2,9,0.25,2
13459691,Private Bedroom in Williamsburg!,8569221,Brooklyn,Williamsburg,40.71696,-73.95727,Private room,90,5,87,2.43,305
13459841,Sunny Williamsburg w Balcony - Long Term Rental,4841046,Brooklyn,Williamsburg,40.71216,-73.95853,Entire home/apt,105,15,30,0.84,85
13477118,Artistic Escape in Brooklyn,77135414,Brooklyn,Williamsburg,40.70742,-73.94316,Entire home/apt,92,2,11,0.31,7
13478244,Art-filled bright spacious 1 bedrm W'burg + deck,14942276,Brooklyn,Williamsburg,40.71983,-73.95675,Entire home/apt,195,2,145,4.03,230
13543171,ENTIRE APARTMENT FOR FAMILIES OR GROUPS,32991339,Brooklyn,Williamsburg,40.70707,-73.9528,Entire home/apt,250,1,9,0.27,254
13563835,Heart of Williamsburg! 10 min from Manhattan,1571120,Brooklyn,Williamsburg,40.71072,-73.96131,Private room,89,2,150,4.1,64
13583633,Spacious 1 Bedroom Apt in heart of Williamsburg,23657588,Brooklyn,Williamsburg,40.71307,-73.95084,Entire home/apt,185,1,49,1.34,50
13585835,Private Room in the ❤️ of Bushwick.,5352610,Brooklyn,Williamsburg,40.70648,-73.92997,Private room,65,4,47,1.28,249
13591017,Charming Designer’s Studio in Prime Williamsburg,10641733,Brooklyn,Williamsburg,40.717,-73.96183,Entire home/apt,145,1,61,1.74,11
13623187,Heart of Williamsburg 1 bedroom Bedford L train,13752339,Brooklyn,Williamsburg,40.72012,-73.95675,Entire home/apt,130,28,20,0.59,80
13662078,Bright Spacious in S Williamsburg,182226,Brooklyn,Williamsburg,40.70845,-73.95397,Entire home/apt,135,7,9,0.25,7
13729876,Bright Williamsburg Oversized Loft-like Space!,23424348,Brooklyn,Williamsburg,40.71301,-73.9495,Entire home/apt,200,30,47,1.41,298
13741194,Williamsburg Oasis,8237570,Brooklyn,Williamsburg,40.71782,-73.95013,Private room,200,1,5,0.15,364
13745575,2 Bedroom Apartment / Prime Williamsburg Location,1571120,Brooklyn,Williamsburg,40.71104,-73.96098,Entire home/apt,199,2,31,0.88,23
13753375,2 Bedroom apartment in Prime Williamsburg!,1434340,Brooklyn,Williamsburg,40.70938,-73.95435,Entire home/apt,150,1,174,4.84,236
13766130,Sunny room in Williamsburg with view of Manhattan,29600525,Brooklyn,Williamsburg,40.70854,-73.96242,Private room,85,2,122,3.35,258
13895156,in the heart of williamsburg,2609335,Brooklyn,Williamsburg,40.71319,-73.95822,Entire home/apt,300,14,3,0.08,345
13936824,Beautiful one bedroom apartment in Williamsburg,73843068,Brooklyn,Williamsburg,40.71822,-73.94454,Entire home/apt,120,4,53,1.46,15
14028597,Ground floor  2 Bedrooms with Backyard & BBQ,42106344,Brooklyn,Williamsburg,40.71723,-73.96703,Entire home/apt,360,5,8,0.26,175
14043849,Comfy private room in Williamsburg's top location!,48100358,Brooklyn,Williamsburg,40.70843,-73.9588,Private room,54,1,148,4.11,19
14053775,Prime apartment in private house + outdoor space,8071107,Brooklyn,Williamsburg,40.70582,-73.93696,Entire home/apt,199,2,68,1.96,20
14057802,Private room in the heart of Williamsburg!,48100358,Brooklyn,Williamsburg,40.70973,-73.95939,Private room,55,1,147,4.1,24
14076357,Modern 3br 2bath in trendy Williamsburg!,84584067,Brooklyn,Williamsburg,40.71928,-73.94539,Entire home/apt,280,3,43,1.24,335
14176519,Brand New Studio with Balcony @ Williamsburg!,702652,Brooklyn,Williamsburg,40.70925,-73.95255,Entire home/apt,153,3,17,0.48,31
14177028,"Private Floor, Room and bathroom In Townhouse, BK",29219991,Brooklyn,Williamsburg,40.71555,-73.96325,Private room,98,10,62,1.78,211
14194024,One bedroom cutie in South Willamsburg,4908941,Brooklyn,Williamsburg,40.70698,-73.96193,Entire home/apt,180,4,43,1.22,82
14205364,Bright 3BR w/ large patio in vibrant Williamsburg,2343858,Brooklyn,Williamsburg,40.71635,-73.94982,Entire home/apt,325,2,87,2.45,126
14252537,Spacious Room in the Heart of Williamsburg,69093720,Brooklyn,Williamsburg,40.7133,-73.94838,Private room,92,4,18,0.52,341
14261749,Apt 2or3 bedr for 4 or more guests in Williamsburg,86077156,Brooklyn,Williamsburg,40.71036,-73.95477,Entire home/apt,180,2,115,3.34,82
14276565,Cozy Clean Small Apartment 2 Bedrooms Nyc,87073749,Brooklyn,Williamsburg,40.71051,-73.95587,Entire home/apt,160,2,130,3.72,69
14278303,Gorgeous Apartment with Balcony & Terrace,792365,Brooklyn,Williamsburg,40.71677,-73.94124,Entire home/apt,200,4,9,0.26,9
14278418,Large Sunny Williamsburg Apt Near L train #2`,45204053,Brooklyn,Williamsburg,40.71498,-73.94207,Private room,75,7,12,0.35,359
14282491,Bedroom in East Williamsburg/ Bushwick Brooklyn,483600,Brooklyn,Williamsburg,40.70383,-73.94295,Private room,53,2,40,1.15,1
14296598,Art-filled bright spacious loft prime Wburg Brklyn,14942276,Brooklyn,Williamsburg,40.71932,-73.95649,Entire home/apt,249,3,99,2.87,239
14311699,Sunny Williamsburg Loft,14559352,Brooklyn,Williamsburg,40.71123,-73.96148,Private room,95,3,61,1.73,56
14314240,"Entire 2 bedroom apt ,Prime Williamsburg",11052217,Brooklyn,Williamsburg,40.71358,-73.95429,Entire home/apt,180,4,94,2.72,326
14353103,Large room in new Williamsburg apartment,87967262,Brooklyn,Williamsburg,40.70805,-73.95442,Private room,200,4,9,0.25,89
14358402,Clean and Spacious Brooklyn Loft (Rear),21467726,Brooklyn,Williamsburg,40.70468,-73.93681,Private room,51,6,5,0.22,358
14367644,"Williamsburg Loft, Brooklyn, New York",70739054,Brooklyn,Williamsburg,40.71144,-73.96795,Entire home/apt,170,3,87,2.48,32
14371877,Spacious 1 bedroom in loft-style building,9725785,Brooklyn,Williamsburg,40.7103,-73.96833,Private room,79,1,39,1.11,152
14372031,Williamsburg Loft w Large Private Bedroom & Bath,5662183,Brooklyn,Williamsburg,40.70786,-73.9503,Private room,80,2,166,4.68,8
14385616,PRIME Williamsburg MODERN studio in doorman bldg!!,176332,Brooklyn,Williamsburg,40.72207,-73.95697,Entire home/apt,150,4,10,0.29,6
14422308,Williamsburg Duplex,23266322,Brooklyn,Williamsburg,40.71494,-73.94652,Entire home/apt,200,90,4,0.4,364
14426680,Luxurious and Sunny 2 bed/2 bath home (1100 sqft),2678122,Brooklyn,Williamsburg,40.71729,-73.94927,Entire home/apt,180,4,64,2.0,57
14429976,Comfy private room in Williamsburg,78164397,Brooklyn,Williamsburg,40.71347,-73.96452,Private room,85,3,99,3.09,19
14522716,"Beautiful, spacious one-bedroom in E. Williamsburg",1834630,Brooklyn,Williamsburg,40.70728,-73.94413,Entire home/apt,100,7,26,0.75,1
14536056,3BR - Sunny and Vibrant Brooklyn loft,4120523,Brooklyn,Williamsburg,40.70512,-73.9348,Entire home/apt,149,2,28,0.83,2
14594441,Excellent Studio Space,49562545,Brooklyn,Williamsburg,40.70623,-73.94951,Entire home/apt,99,1,187,5.43,39
14633324,Modern Luxury Apartment in Heart of Williamsburg,90848714,Brooklyn,Williamsburg,40.71336,-73.96172,Entire home/apt,172,2,20,0.58,7
14665418,Spacious light drenched 3 bedroom,22935573,Brooklyn,Williamsburg,40.71433,-73.95857,Entire home/apt,295,2,78,2.27,309
14713599,Williamsburg Dream Loft,5213766,Brooklyn,Williamsburg,40.70774,-73.94819,Private room,120,2,157,4.54,68
14749932,PRIME WILLIAMSBURG ROOM. ONE STOP FROM MANHATTAN,13066224,Brooklyn,Williamsburg,40.71906,-73.95726,Private room,78,1,35,1.01,247
14772701,2A Lovely one bedroom apartment in Williamsburg,49704571,Brooklyn,Williamsburg,40.71943,-73.94255,Entire home/apt,89,30,11,0.34,144
14779590,Quiet room with loft bed,16300594,Brooklyn,Williamsburg,40.716,-73.955,Private room,52,5,57,1.65,104
14787179,Large private bedroom&bath 2 min. away from subway,92325527,Brooklyn,Williamsburg,40.71153,-73.94215,Private room,100,2,124,3.65,58
14787776,1 Beautiful Private Bedroom In Prime Williamsburg,46220101,Brooklyn,Williamsburg,40.7121,-73.9623,Private room,120,3,2,0.23,149
14808499,"Large studio in Williamsburg, 3B",49704571,Brooklyn,Williamsburg,40.71984,-73.94303,Entire home/apt,79,30,11,0.35,136
14839106,Modern Private Room-L Train in front of building!,60968776,Brooklyn,Williamsburg,40.70812,-73.94003,Private room,113,3,27,0.78,37
14868857,Entire studio in Williamsburg,49704571,Brooklyn,Williamsburg,40.71906,-73.94394,Entire home/apt,80,30,10,0.32,97
14916806,Voted “Best of Williamsburg” / 1000 sqft Loft,11227830,Brooklyn,Williamsburg,40.71865,-73.96392,Entire home/apt,249,2,43,1.27,38
14968939,Peaceful cove in Williamsburg!,33799659,Brooklyn,Williamsburg,40.7119,-73.94431,Private room,90,3,17,0.5,4
14976368,Cozy apt. Heart of Williamsburg NYC,4025366,Brooklyn,Williamsburg,40.71156,-73.95454,Entire home/apt,150,2,14,0.41,363
15004091,Cozy convenient Williamsburg bedrm!,50688724,Brooklyn,Williamsburg,40.7065,-73.95568,Private room,60,3,76,2.24,89
15024645,Huge Historic Brooklyn Loft Minutes From Manhattan,93350397,Brooklyn,Williamsburg,40.71933,-73.95993,Entire home/apt,259,1,157,4.58,155
15082930,"Beautiful, quiet, light-filled 1-bdrm apt",4169040,Brooklyn,Williamsburg,40.71111,-73.96299,Entire home/apt,150,4,12,0.37,5
15094172,Spacious Sun Light Studio in Heart of Williamburg.,95552798,Brooklyn,Williamsburg,40.7176,-73.96148,Entire home/apt,250,3,19,0.57,7
15142578,Sunny bedroom in AMAZING LOCATION Williamsburg,6103075,Brooklyn,Williamsburg,40.71435,-73.96336,Private room,60,14,1,0.05,341
15147021,Big 2 Bedroom house w/ private yard. Graham L Stop,1903495,Brooklyn,Williamsburg,40.71411,-73.94402,Entire home/apt,151,2,13,0.41,188
15160791,Private Room Williamsburg 3 Blocks from L Bedford,96186778,Brooklyn,Williamsburg,40.71865,-73.95875,Private room,75,3,72,2.14,56
15190865,Spacious private 2BR with Backyard Williamsburg,20309915,Brooklyn,Williamsburg,40.70778,-73.94884,Entire home/apt,170,2,94,2.99,78
15216398,Whimsical & Cute Private Room in 2 Bdrm Apt,3360346,Brooklyn,Williamsburg,40.71622,-73.94273,Private room,50,14,54,1.61,86
15232776,2 Bedroom in the heart of Williamsburg,12334451,Brooklyn,Williamsburg,40.71958,-73.96123,Entire home/apt,350,2,19,0.58,179
15250168,Bright Loft Room in a Charming Brooklyn Apartment,24273714,Brooklyn,Williamsburg,40.71381,-73.93903,Private room,85,1,31,0.93,279
15299630,Bright & spacious apartment in East Williamsburg,4360212,Brooklyn,Williamsburg,40.70912,-73.94513,Entire home/apt,135,2,22,0.66,5
15307735,An artistic experience,11018460,Brooklyn,Williamsburg,40.7155,-73.95632,Private room,125,5,15,0.46,288
15337711,Fun time in Williamsburg stylish apartment!,97779735,Brooklyn,Williamsburg,40.70879,-73.94937,Private room,70,7,15,0.45,292
15340649,Huge Beautiful Loft in the Heart of Williamsburg,114590,Brooklyn,Williamsburg,40.72049,-73.96027,Entire home/apt,180,3,7,0.21,54
15349655,1 room in a 3 room LOFT,9271620,Brooklyn,Williamsburg,40.71671,-73.94592,Private room,77,28,10,0.3,315
15356673,WILLIAMSBURG AUTHENTIC ARTIST LOFT,1407676,Brooklyn,Williamsburg,40.71727,-73.95753,Private room,110,1,102,3.13,267
15411327,Very comfortable and cozy room in Williamsburg!!!,8113117,Brooklyn,Williamsburg,40.71228,-73.95323,Private room,80,2,181,5.42,52
15420038,Wonderful private room in Williamsburg,98816024,Brooklyn,Williamsburg,40.7111,-73.94352,Private room,95,3,24,0.73,5
15423388,Designer's Loft in Williamsburg,25549229,Brooklyn,Williamsburg,40.70677,-73.96745,Private room,101,1,91,2.74,12
15423623,Wonderful private room in Williamsburg,7157161,Brooklyn,Williamsburg,40.71274,-73.94521,Private room,90,1,2,0.06,341
15435899,"Artsy, Sun-Soaked Pre-War Williamsburg Apt",26328087,Brooklyn,Williamsburg,40.71373,-73.94794,Entire home/apt,150,10,4,0.12,93
15437922,"Bright Room, Luxury Building, 3 Stops To Manhattan",17849213,Brooklyn,Williamsburg,40.71506,-73.93816,Private room,90,1,52,2.88,52
15480133,BEST location & big cool apartment in Williamsburg,20534715,Brooklyn,Williamsburg,40.71434,-73.96085,Entire home/apt,250,3,16,0.49,3
15492502,Nice Studio in Williamsburg,31627488,Brooklyn,Williamsburg,40.71923,-73.94258,Entire home/apt,70,1,86,2.59,192
15520503,Artsy room in warehouse style apartment,10966079,Brooklyn,Williamsburg,40.70915,-73.96102,Private room,80,4,116,3.5,133
15550900,Bright large Williamsburg 1 bed apartment,6521189,Brooklyn,Williamsburg,40.70953,-73.96445,Entire home/apt,190,5,18,0.57,5
15563563,NEW- Bright 2 Bed Williamsburg Loft w/Private Roof,40991179,Brooklyn,Williamsburg,40.72022,-73.95814,Entire home/apt,345,3,13,0.41,9
15565299,Cozy Bedroom & Beautiful Apt in Williamsburg,12126100,Brooklyn,Williamsburg,40.71538,-73.94712,Private room,85,2,26,0.8,221
15589099,PRIVATE SPACE  L TRAIN BEDFORD STOP!,51779729,Brooklyn,Williamsburg,40.71721,-73.95965,Entire home/apt,140,28,14,0.42,234
15655332,Spacious Brooklyn Loft Apartment & Rooftop Deck,36743809,Brooklyn,Williamsburg,40.71443,-73.94153,Entire home/apt,300,2,2,0.06,310
15672618,Beautiful Brooklyn bdrm in Prime Williamsburg,22963797,Brooklyn,Williamsburg,40.71089,-73.96627,Private room,90,2,73,2.31,338
15672772,Williamsburg/Bedstuy Creative Loft,2394687,Brooklyn,Williamsburg,40.70005,-73.95101,Entire home/apt,260,1,1,0.11,88
15678054,1br wburg w/ views of NYC + doorman,99145869,Brooklyn,Williamsburg,40.71822,-73.95134,Entire home/apt,120,30,6,0.29,164
15681476,Luxury meets comfort in the heart of Williamsburg!,1314045,Brooklyn,Williamsburg,40.71361,-73.94804,Private room,109,1,228,6.97,326
15685669,Private room in Williamsburg. Very close to train!,1314045,Brooklyn,Williamsburg,40.71326,-73.94947,Private room,99,1,220,6.71,352
15704180,ARTIST LOFT in WILLIAMSBURG,1407676,Brooklyn,Williamsburg,40.71623,-73.95777,Private room,350,1,19,0.64,244
15715486,Authentic artist loft space in Prime Williamsburg,4075380,Brooklyn,Williamsburg,40.71551,-73.96356,Entire home/apt,150,30,3,0.09,179
15733597,Bright and Charming Private Room in Williamburg!,57109253,Brooklyn,Williamsburg,40.71365,-73.96232,Private room,70,3,12,0.38,188
15770469,Large sunny room Williamsburg ten mins to City,101982307,Brooklyn,Williamsburg,40.71512,-73.95655,Private room,80,2,29,0.9,34
15773388,Cozy room in South Williamsburg BK,795031,Brooklyn,Williamsburg,40.70809,-73.9519,Private room,70,2,117,3.71,35
15788312,"Subway, Subway, Subway - AAA+ Location!!!",101653570,Brooklyn,Williamsburg,40.70006,-73.95388,Private room,79,2,167,5.14,21
15820512,Apartment with backyard in East Williamsburg,102415020,Brooklyn,Williamsburg,40.70653,-73.93864,Entire home/apt,109,4,91,3.31,212
15827538,Williamsburg 2 BR Apartment! 1 stop to Manhattan,6119933,Brooklyn,Williamsburg,40.70944,-73.96161,Entire home/apt,209,2,23,0.72,11
15832372,Big bright room in fantastic location,10398617,Brooklyn,Williamsburg,40.7121,-73.95892,Private room,70,2,19,0.6,19
15841513,Gorgeous luxury place Williamsburg,8439929,Brooklyn,Williamsburg,40.7158,-73.94259,Entire home/apt,150,1,17,0.6,102
15853165,Private and Cozy Bedroom in Williamsburg,89759874,Brooklyn,Williamsburg,40.70688,-73.96745,Private room,72,1,154,4.79,215
15927523,Newly renovated ground floor apt in Williamsburg,103349564,Brooklyn,Williamsburg,40.71463,-73.96474,Entire home/apt,250,2,53,1.68,2
15928351,Williamsburg Room with PRIVATE Balcony,22902354,Brooklyn,Williamsburg,40.70852,-73.94849,Private room,49,3,7,0.32,37
15936167,"Private room to rent - Hip Williamsburg, Brooklyn",46707487,Brooklyn,Williamsburg,40.70884,-73.94354,Private room,50,2,77,2.44,107
15940176,Cute room in Williamsburg BK,1252820,Brooklyn,Williamsburg,40.71329,-73.96322,Private room,60,5,72,2.35,7
15955577,Comfy room in Williamsburg - Luxury Building,25039414,Brooklyn,Williamsburg,40.71612,-73.95085,Private room,200,5,11,0.36,83
15975039,NYC/ ✰ Prime Williamsburg ✰  w/ Private Patio,5179523,Brooklyn,Williamsburg,40.71169,-73.95827,Private room,91,1,13,0.55,85
16015053,Nice Space in Williamsburg - Near Bedford L,8872284,Brooklyn,Williamsburg,40.71304,-73.96381,Entire home/apt,149,1,120,3.75,329
16026567,Cozy Room In Williamsburg Near Trains❤️,13394035,Brooklyn,Williamsburg,40.70875,-73.94478,Private room,49,20,85,2.74,35
16027709,WILLIAMSBURG BEDROOM,50087191,Brooklyn,Williamsburg,40.7082,-73.94476,Private room,47,1,5,0.74,4
16100819,Renovated 2 Bedroom Williamsburg Dream Home,4198285,Brooklyn,Williamsburg,40.71026,-73.94744,Entire home/apt,145,3,43,1.36,5
16119492,Monthly Trendy Studio w/Patio amazing location,44802851,Brooklyn,Williamsburg,40.71603,-73.96426,Entire home/apt,180,4,63,2.02,1
16134745,Williamsburg floor through loft,471153,Brooklyn,Williamsburg,40.71014,-73.96384,Entire home/apt,300,7,2,0.09,352
16143905,Williamsburg 1 bedroom amazing apt.,2125221,Brooklyn,Williamsburg,40.72171,-73.95487,Entire home/apt,150,4,19,0.62,80
16161688,Big Room in Cool Williamsburg Loft - Long Stays,415660,Brooklyn,Williamsburg,40.71332,-73.96585,Private room,85,6,7,0.23,19
16166989,"Cozy Bedroom in Loft Apartment, W'burg Brooklyn",4936720,Brooklyn,Williamsburg,40.71545,-73.95406,Private room,110,1,77,2.51,39
16175456,Large luxury private room in Williamsburg!,1314045,Brooklyn,Williamsburg,40.71341,-73.94824,Private room,99,1,230,7.28,353
16178531,2 Floor Epic Loft in Prime Bushwick,3473672,Brooklyn,Williamsburg,40.70484,-73.9377,Entire home/apt,175,2,21,0.81,313
16192835,Modern Artist's Loft in East Williamsburg/Bushwick,47453782,Brooklyn,Williamsburg,40.70729,-73.93129,Entire home/apt,175,2,44,1.43,3
16199608,Williamsburg. Non profit . Artist,312722,Brooklyn,Williamsburg,40.7087,-73.95427,Private room,70,20,3,0.15,275
16204030,Penthouse + private patio in Williamsburg,34307713,Brooklyn,Williamsburg,40.71422,-73.95732,Entire home/apt,175,2,71,2.35,68
16206077,Two bedroom apartment in Williamsburg,1865198,Brooklyn,Williamsburg,40.71157,-73.95846,Entire home/apt,185,8,2,0.07,59
16226219,"Williamsburg, Ground Flr Apt with Private Backyard",59101644,Brooklyn,Williamsburg,40.71615,-73.94797,Entire home/apt,135,2,29,0.93,82
16242292,1 Bedroom Apartment in Willimasburg,45299546,Brooklyn,Williamsburg,40.71297,-73.93602,Private room,47,7,2,0.07,12
16259441,#1 Ideal Williamsburg Stay -1 block from Lorimer L,46660053,Brooklyn,Williamsburg,40.71311,-73.95332,Private room,70,2,52,1.7,62
16300644,Sunny Private Bedroom in Prime Williamsburg,22919533,Brooklyn,Williamsburg,40.71258,-73.95976,Private room,150,3,43,1.41,67
16302595,Luxury 2BD in heart of Williamsburg,76212913,Brooklyn,Williamsburg,40.71049,-73.9624,Entire home/apt,350,3,17,0.55,129
16321789,Sunny Room in East Williamsburg close to L Train,4992081,Brooklyn,Williamsburg,40.70669,-73.94334,Private room,84,3,10,0.38,4
16323461,"Williamsburg Experience, Quick Manhattan Access",20532489,Brooklyn,Williamsburg,40.71002,-73.96237,Private room,124,2,71,2.32,70
16331234,Bright & cozy 1BR/Balcony next to 3 subways!,3952200,Brooklyn,Williamsburg,40.70581,-73.95004,Entire home/apt,100,3,72,2.31,302
16361717,Apartment in the heart of Williamsburg Brooklyn!,90829719,Brooklyn,Williamsburg,40.71381,-73.95041,Entire home/apt,125,1,112,3.65,221
16363498,Sunny and large bedroom in Williamsburg Apartment,6842719,Brooklyn,Williamsburg,40.71451,-73.93959,Private room,120,1,7,0.23,89
16374392,2 Bedrooms Entire Beautiful Apt in Williamsburg!,16949541,Brooklyn,Williamsburg,40.71372,-73.96232,Entire home/apt,120,4,9,0.42,291
16396241,Williamsburg 2BR. Close to L train,107412747,Brooklyn,Williamsburg,40.71058,-73.95294,Entire home/apt,280,1,133,4.34,359
16418497,Bright Creative Environment,53611405,Brooklyn,Williamsburg,40.70542,-73.94957,Private room,117,2,3,0.1,285
16425234,Williamsburg Sun-Filled Home Away From Home!,6439477,Brooklyn,Williamsburg,40.71304,-73.94862,Private room,93,2,7,0.23,146
